,icl_prompt,ground_truth,target_attributes,GPT 4 Response,born,died,year
1301,"Edward B., Lewis, ""for their discoveries concerning the genetic control of early embryonic development"", Medicine: 1995
Richard F., Heck, ""for palladium-catalyzed cross couplings in organic synthesis"", Chemistry: 2010
Georges, Charpak, ""for his invention and development of particle detectors in particular the multiwire proportional chamber"", Physics: 1992
Isamu, Akasaki, ""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources"", Physics: ",2014,year,2014,1929,2021,2014
1302,"Oliver, Smithies, ""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells"", Medicine: 2007
Jennifer A., Doudna, ""for the development of a method for genome editing"", Chemistry: 2020
Isidor Isaac, Rabi, ""for his resonance method for recording the magnetic properties of atomic nuclei"", Physics: 1944
Brian D., Josephson, ""for his theoretical predictions of the properties of a supercurrent through a tunnel barrier in particular those phenomena which are generally known as the Josephson effects"", Physics: ",1973,year,1973,1940,,1973
1303,"William, Knowles, ""for their work on chirally catalysed hydrogenation reactions"", Chemistry: 2001
E. Donnall, Thomas, ""for their discoveries concerning organ and cell transplantation in the treatment of human disease"", Medicine: 1990
Dag, Hammarskjöld, ""for developing the UN into an effective and constructive international organization capable of giving life to the principles and aims expressed in the UN Charter"", Peace: 1961
Jerome I., Friedman, ""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics"", Physics: ",1990,year,1990,1930,,1990
1304,"Barack, Obama, ""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples"", Peace: 2009
Thomas C., Schelling, ""for having enhanced our understanding of conflict and cooperation through game-theory analysis"", Economics: 2005
Charles G., Dawes, ""for his crucial role in bringing about the Dawes Plan"", Peace: 1925
John E., Sulston, ""for their discoveries concerning genetic regulation of organ development and programmed cell death'"", Medicine: ",2002,year,2002,1942,2018,2002
1305,"Didier, Queloz, ""for the discovery of an exoplanet orbiting a solar-type star"", Physics: 2019
Johann, Deisenhofer, ""for the determination of the three-dimensional structure of a photosynthetic reaction centre"", Chemistry: 1988
Aage N., Bohr, ""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection"", Physics: 1975
Odd, Hassel, ""for their contributions to the development of the concept of conformation and its application in chemistry"", Chemistry: ",1969,year,1969,1897,1981,1969
1306,"Jacobus H., van 't Hoff, ""in recognition of the extraordinary services he has rendered by the discovery of the laws of chemical dynamics and osmotic pressure in solutions"", Chemistry: 1901
Jacinto, Benavente, ""for the happy manner in which he has continued the illustrious traditions of the Spanish drama"", Literature: 1922
William, Golding, ""for his novels which with the perspicuity of realistic narrative art and the diversity and universality of myth illuminate the human condition in the world of today"", Literature: 1983
Ivo, Andric, ""for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country"", Literature: ",1961,year,1961,1892,1975,1961
1307,"Martinus J.G., Veltman, ""for elucidating the quantum structure of electroweak interactions in physics"", Physics: 1999
Joshua, Angrist, ""for their methodological contributions to the analysis of causal relationships"", Economics: 2021
Rainer, Weiss, ""for decisive contributions to the LIGO detector and the observation of gravitational waves"", Physics: 2017
Arthur, Henderson, ""for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34"", Peace: ",1934,year,1934,1863,1935,1934
1308,"May-Britt, Moser, ""for their discoveries of cells that constitute a positioning system in the brain"", Medicine: 2014
William H., Stein, ""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule"", Chemistry: 1972
Harold C., Urey, ""for his discovery of heavy hydrogen"", Chemistry: 1934
Oliver, Smithies, ""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells"", Medicine: ",2007,year,2007,1925,2017,2007
1309,"Marie, Curie, ""in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel"", Physics: 1903
Rabindranath, Tagore, ""because of his profoundly sensitive fresh and beautiful verse by which with consummate skill he has made his poetic thought expressed in his own English words a part of the literature of the West"", Literature: 1913
Elie, Wiesel, ""for being a messenger to mankind: his message is one of peace atonement and dignity"", Peace: 1986
Roger, Penrose, ""for the discovery that black hole formation is a robust prediction of the general theory of relativity"", Physics: ",2020,year,2020,1931,,2020
1310,"Max, Theiler, ""for his discoveries concerning yellow fever and how to combat it"", Medicine: 1951
Richard, Henderson, ""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution"", Chemistry: 2017
Henri, La Fontaine, ""for his unparalleled contribution to the organization of peaceful internationalism"", Peace: 1913
International Physicians for the Prevention of Nuclear War, ""for spreading authoritative information and by creating awareness of the catastrophic consequences of nuclear war"", Peace: ",1985,year,1985,,,1985
1311,"Alan, Heeger, ""for the discovery and development of conductive polymers"", Chemistry: 2000
Robert F., Engle III, ""for methods of analyzing economic time series with time-varying volatility (ARCH)"", Economics: 2003
F.W., de Klerk, ""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa"", Peace: 1993
Sir John, Eccles, ""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane"", Medicine: ",1963,year,1963,1903,1997,1963
1312,"Werner, Forssmann, ""for their discoveries concerning heart catheterization and pathological changes in the circulatory system"", Medicine: 1956
Otto, Wallach, ""in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds"", Chemistry: 1910
A. Michael, Spence, ""for their analyses of markets with asymmetric information"", Economics: 2001
Bertha, von Suttner, ""for her audacity to oppose the horrors of war"", Peace: ",1905,year,1905,1843,1914,1905
1313,"Walter, Kohn, ""for his development of the density-functional theory"", Chemistry: 1998
Richard, Willstätter, ""for his researches on plant pigments especially chlorophyll"", Chemistry: 1915
William H., Stein, ""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule"", Chemistry: 1972
Sir Gregory P., Winter, ""for the phage display of peptides and antibodies"", Chemistry: ",2018,year,2018,1951,,2018
1314,"Peter, Agre, ""for the discovery of water channels"", Chemistry: 2003
Maurice, Allais, ""for his pioneering contributions to the theory of markets and efficient utilization of resources"", Economics: 1988
Thomas R., Cech, ""for their discovery of catalytic properties of RNA"", Chemistry: 1989
Nathan, Söderblom, ""for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality'"", Peace: ",1930,year,1930,1866,1931,1930
1315,"Robert W., Holley, ""for their interpretation of the genetic code and its function in protein synthesis"", Medicine: 1968
Theodore W., Schultz, ""for their pioneering research into economic development research with particular consideration of the problems of developing countries"", Economics: 1979
François, Jacob, ""for their discoveries concerning genetic control of enzyme and virus synthesis"", Medicine: 1965
Gabriela, Mistral, ""for her lyric poetry which inspired by powerful emotions has made her name a symbol of the idealistic aspirations of the entire Latin American world"", Literature: ",1945,year,1945,1889,1957,1945
1316,"Ei-ichi, Negishi, ""for palladium-catalyzed cross couplings in organic synthesis"", Chemistry: 2010
Bertha, von Suttner, ""for her audacity to oppose the horrors of war"", Peace: 1905
Georg, Wittig, ""for their development of the use of boron- and phosphorus-containing compounds respectively into important reagents in organic synthesis"", Chemistry: 1979
F.W., de Klerk, ""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa"", Peace: ",1993,year,1993,1936,2021,1993
1317,"J. M., Coetzee, ""who in innumerable guises portrays the surprising involvement of the outsider"", Literature: 2003
Konrad, Bloch, ""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism"", Medicine: 1964
Barry, Sharpless, ""for his work on chirally catalysed oxidation reactions"", Chemistry: 2001
Jaroslav, Heyrovsky, ""for his discovery and development of the polarographic methods of analysis"", Chemistry: ",1959,year,1959,1890,1967,1959
1318,"Ryoji, Noyori, ""for their work on chirally catalysed hydrogenation reactions"", Chemistry: 2001
Henri, La Fontaine, ""for his unparalleled contribution to the organization of peaceful internationalism"", Peace: 1913
Yoshinori, Ohsumi, ""for his discoveries of mechanisms for autophagy"", Medicine: 2016
Adolfo, Pérez Esquivel, ""for being a source of inspiration to repressed people especially in Latin America"", Peace: ",1980,year,1980,1931,,1980
1319,"Wangari, Maathai, ""for her contribution to sustainable development democracy and peace"", Peace: 2004
Hans, Spemann, ""for his discovery of the organizer effect in embryonic development"", Medicine: 1935
Carlo, Rubbia, ""for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction"", Physics: 1984
Arthur, Ashkin, ""for the optical tweezers and their application to biological systems"", Physics: ",2018,year,2018,1922,2020,2018
1320,"Orhan, Pamuk, ""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures"", Literature: 2006
Gerald M., Edelman, ""for their discoveries concerning the chemical structure of antibodies"", Medicine: 1972
Derek, Barton, ""for their contributions to the development of the concept of conformation and its application in chemistry"", Chemistry: 1969
Robert J., Shiller, ""for their empirical analysis of asset prices"", Economics: ",2013,year,2013,1946,,2013
1321,"Edvard I., Moser, ""for their discoveries of cells that constitute a positioning system in the brain"", Medicine: 2014
Robert S., Mulliken, ""for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method"", Chemistry: 1966
Richard, Zsigmondy, ""for his demonstration of the heterogenous nature of colloid solutions and for the methods he used which have since become fundamental in modern colloid chemistry"", Chemistry: 1925
Murray, Gell-Mann, ""for his contributions and discoveries concerning the classification of elementary particles and their interactions"", Physics: ",1969,year,1969,1929,2019,1969
1322,"Max, Theiler, ""for his discoveries concerning yellow fever and how to combat it"", Medicine: 1951
Gustav, Hertz, ""for their discovery of the laws governing the impact of an electron upon an atom"", Physics: 1925
Eric, Kandel, ""for their discoveries concerning signal transduction in the nervous system"", Medicine: 2000
Joseph H., Taylor Jr., ""for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation"", Physics: ",1993,year,1993,1941,,1993
1323,"Philip, Noel-Baker, ""for his longstanding contribution to the cause of disarmament and peace"", Peace: 1959
Günter, Blobel, ""for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell"", Medicine: 1999
Arthur B., McDonald, ""for the discovery of neutrino oscillations which shows that neutrinos have mass"", Physics: 2015
James, Cronin, ""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons"", Physics: ",1980,year,1980,1931,2016,1980
1324,"Edward C., Prescott, ""for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles"", Economics: 2004
Lawrence R., Klein, ""for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies"", Economics: 1980
William Butler, Yeats, ""for his always inspired poetry which in a highly artistic form gives expression to the spirit of a whole nation"", Literature: 1923
Tawakkol, Karman, ""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work"", Peace: ",2011,year,2011,1979,,2011
1325,"Brian D., Josephson, ""for his theoretical predictions of the properties of a supercurrent through a tunnel barrier in particular those phenomena which are generally known as the Josephson effects"", Physics: 1973
Charles Edouard, Guillaume, ""in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys"", Physics: 1920
Antony, Hewish, ""for their pioneering research in radio astrophysics: Ryle for his observations and inventions in particular of the aperture synthesis technique and Hewish for his decisive role in the discovery of pulsars"", Physics: 1974
Edmond H., Fischer, ""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism"", Medicine: ",1992,year,1992,1920,2021,1992
1326,"Eugene, Wigner, ""for his contributions to the theory of the atomic nucleus and the elementary particles particularly through the discovery and application of fundamental symmetry principles"", Physics: 1963
Daniel, Nathans, ""for the discovery of restriction enzymes and their application to problems of molecular genetics"", Medicine: 1978
Ragnar, Granit, ""for their discoveries concerning the primary physiological and chemical visual processes in the eye"", Medicine: 1967
Martin L., Perl, ""for the discovery of the tau lepton"", Physics: ",1995,year,1995,1927,2014,1995
1327,"William, Golding, ""for his novels which with the perspicuity of realistic narrative art and the diversity and universality of myth illuminate the human condition in the world of today"", Literature: 1983
Salvador E., Luria, ""for their discoveries concerning the replication mechanism and the genetic structure of viruses"", Medicine: 1969
Stanley B., Prusiner, ""for his discovery of Prions - a new biological principle of infection"", Medicine: 1997
Jack, Steinberger, ""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino"", Physics: ",1988,year,1988,1921,2020,1988
1328,"Subramanyan, Chandrasekhar, ""for his theoretical studies of the physical processes of importance to the structure and evolution of the stars"", Physics: 1983
Mario R., Capecchi, ""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells"", Medicine: 2007
Serge, Haroche, ""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems"", Physics: 2012
Sir Bernard, Katz, ""for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage release and inactivation"", Medicine: ",1970,year,1970,1911,2003,1970
1329,"Alfred, Werner, ""in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry"", Chemistry: 1913
Paul J., Crutzen, ""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone"", Chemistry: 1995
Bob, Dylan, ""for having created new poetic expressions within the great American song tradition"", Literature: 2016
Koichi, Tanaka, ""for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules"", Chemistry: ",2002,year,2002,1959,,2002
1330,"Ellen, Johnson Sirleaf, ""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work"", Peace: 2011
Elizabeth H., Blackburn, ""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase"", Medicine: 2009
Daniel, Bovet, ""for his discoveries relating to synthetic compounds that inhibit the action of certain body substances and especially their action on the vascular system and the skeletal muscles"", Medicine: 1957
Kary B., Mullis, ""for his invention of the polymerase chain reaction (PCR) method"", Chemistry: ",1993,year,1993,1944,2019,1993
1331,"Adolfo, Pérez Esquivel, ""for being a source of inspiration to repressed people especially in Latin America"", Peace: 1980
Robert F., Engle III, ""for methods of analyzing economic time series with time-varying volatility (ARCH)"", Economics: 2003
Rita, Levi-Montalcini, ""for their discoveries of growth factors"", Medicine: 1986
James, Tobin, ""for his analysis of financial markets and their relations to expenditure decisions employment production and prices"", Economics: ",1981,year,1981,1918,2002,1981
1332,"Tasuku, Honjo, ""for their discovery of cancer therapy by inhibition of negative immune regulation"", Medicine: 2018
Edwin G., Krebs, ""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism"", Medicine: 1992
Brian P., Schmidt, ""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae"", Physics: 2011
Jean Baptiste, Perrin, ""for his work on the discontinuous structure of matter and especially for his discovery of sedimentation equilibrium"", Physics: ",1926,year,1926,1870,1942,1926
1333,"Hideki, Shirakawa, ""for the discovery and development of conductive polymers"", Chemistry: 2000
Roger, Martin du Gard, ""for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>"", Literature: 1937
Ivo, Andric, ""for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country"", Literature: 1961
Karl, Landsteiner, ""for his discovery of human blood groups"", Medicine: ",1930,year,1930,1868,1943,1930
1334,"Heinrich, Rohrer, ""for their design of the scanning tunneling microscope"", Physics: 1986
Ivan, Bunin, ""for the strict artistry with which he has carried on the classical Russian traditions in prose writing"", Literature: 1933
Shuji, Nakamura, ""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources"", Physics: 2014
Thomas A., Steitz, ""for studies of the structure and function of the ribosome"", Chemistry: ",2009,year,2009,1940,2018,2009
1335,"Ralph M., Steinman, ""for his discovery of the dendritic cell and its role in adaptive immunity"", Medicine: 2011
Robert W., Fogel, ""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change"", Economics: 1993
Paul, Ehrlich, ""in recognition of their work on immunity"", Medicine: 1908
Andrew, Huxley, ""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane"", Medicine: ",1963,year,1963,1917,2012,1963
1336,"Al, Gore, ""for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change"", Peace: 2007
Henry, Taube, ""for his work on the mechanisms of electron transfer reactions especially in metal complexes"", Chemistry: 1983
Gerardus, 't Hooft, ""for elucidating the quantum structure of electroweak interactions in physics"", Physics: 1999
Glenn T., Seaborg, ""for their discoveries in the chemistry of the transuranium elements"", Chemistry: ",1951,year,1951,1912,1999,1951
1337,"Carlos, Saavedra Lamas, ""for his role as father of the Argentine Antiwar Pact of 1933 which he also used as a means to mediate peace between Paraguay and Bolivia in 1935"", Peace: 1936
Otto, Loewi, ""for their discoveries relating to chemical transmission of nerve impulses"", Medicine: 1936
Shimon, Peres, ""for their efforts to create peace in the Middle East"", Peace: 1994
Svante, Arrhenius, ""in recognition of the extraordinary services he has rendered to the advancement of chemistry by his electrolytic theory of dissociation"", Chemistry: ",1903,year,1903,1859,1927,1903
1338,"Luigi, Pirandello, ""for his bold and ingenious revival of dramatic and scenic art"", Literature: 1934
Peter, Higgs, ""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider"", Physics: 2013
Paul, Modrich, ""for mechanistic studies of DNA repair"", Chemistry: 2015
Christian, de Duve, ""for their discoveries concerning the structural and functional organization of the cell"", Medicine: ",1974,year,1974,1917,2013,1974
1339,"T.S., Eliot, ""for his outstanding pioneer contribution to present-day poetry"", Literature: 1948
Gregg, Semenza, ""for their discoveries of how cells sense and adapt to oxygen availability"", Medicine: 2019
Francis, Crick, ""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material"", Medicine: 1962
Heinrich, Rohrer, ""for their design of the scanning tunneling microscope"", Physics: ",1986,year,1986,1933,2013,1986
1340,"Kofi, Annan, ""for their work for a better organized and more peaceful world"", Peace: 2001
José, Saramago, ""who with parables sustained by imagination compassion and irony continually enables us once again to apprehend an elusory reality"", Literature: 1998
Jacques, Dubochet, ""for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution"", Chemistry: 2017
Robert J., Lefkowitz, ""for studies of G-protein-coupled receptors"", Chemistry: ",2012,year,2012,1943,,2012
1341,"Arthur, Kornberg, ""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid"", Medicine: 1959
Georges, Charpak, ""for his invention and development of particle detectors in particular the multiwire proportional chamber"", Physics: 1992
René, Cassin, ""for his struggle to ensure the rights of man as stipulated in the UN Declaration"", Peace: 1968
César, Milstein, ""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies"", Medicine: ",1984,year,1984,1927,2002,1984
1342,"George E., Palade, ""for their discoveries concerning the structural and functional organization of the cell"", Medicine: 1974
Lloyd S., Shapley, ""for the theory of stable allocations and the practice of market design"", Economics: 2012
Gertrude B., Elion, ""for their discoveries of important principles for drug treatment"", Medicine: 1988
William D., Phillips, ""for development of methods to cool and trap atoms with laser light"", Physics: ",1997,year,1997,1948,,1997
1343,"Edmund S., Phelps, ""for his analysis of intertemporal tradeoffs in macroeconomic policy"", Economics: 2006
Leymah, Gbowee, ""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work"", Peace: 2011
Frédéric, Joliot, ""in recognition of their synthesis of new radioactive elements"", Chemistry: 1935
Yoichiro, Nambu, ""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics"", Physics: ",2008,year,2008,1921,2015,2008
1344,"Henry, Kissinger, ""for jointly having negotiated a cease fire in Vietnam in 1973"", Peace: 1973
Frederick, Soddy, ""for his contributions to our knowledge of the chemistry of radioactive substances and his investigations into the origin and nature of isotopes"", Chemistry: 1921
Robert H., Grubbs, ""for the development of the metathesis method in organic synthesis"", Chemistry: 2005
Nicholas Murray, Butler, ""for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind"", Peace: ",1931,year,1931,1862,1947,1931
1345,"Archibald V., Hill, ""for his discovery relating to the production of heat in the muscle"", Medicine: 1922
Peter, Grünberg, ""for the discovery of Giant Magnetoresistance"", Physics: 2007
Pyotr, Kapitsa, ""for his basic inventions and discoveries in the area of low-temperature physics"", Physics: 1978
Louis, de Broglie, ""for his discovery of the wave nature of electrons"", Physics: ",1929,year,1929,1892,1987,1929
1346,"Ada E., Yonath, ""for studies of the structure and function of the ribosome"", Chemistry: 2009
Otto, Wallach, ""in recognition of his services to organic chemistry and the chemical industry by his pioneer work in the field of alicyclic compounds"", Chemistry: 1910
Otto, Loewi, ""for their discoveries relating to chemical transmission of nerve impulses"", Medicine: 1936
Max, von Laue, ""for his discovery of the diffraction of X-rays by crystals"", Physics: ",1914,year,1914,1879,1960,1914
1347,"Saint-John, Perse, ""for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time"", Literature: 1960
Francis, Crick, ""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material"", Medicine: 1962
Willard S., Boyle, ""for the invention of an imaging semiconductor circuit - the CCD sensor"", Physics: 2009
Alan, MacDiarmid, ""for the discovery and development of conductive polymers"", Chemistry: ",2000,year,2000,1927,2007,2000
1348,"Georges J.F., Köhler, ""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies"", Medicine: 1984
Charles J., Pedersen, ""for their development and use of molecules with structure-specific interactions of high selectivity"", Chemistry: 1987
Wassily, Leontief, ""for the development of the input-output method and for its application to important economic problems"", Economics: 1973
Baruch S., Blumberg, ""for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases"", Medicine: ",1976,year,1976,1925,2011,1976
1349,"Robert F., Curl Jr., ""for their discovery of fullerenes"", Chemistry: 1996
Ronald H., Coase, ""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy"", Economics: 1991
Shimon, Peres, ""for their efforts to create peace in the Middle East"", Peace: 1994
Werner, Heisenberg, ""for the creation of quantum mechanics the application of which has inter alia led to the discovery of the allotropic forms of hydrogen"", Physics: ",1932,year,1932,1901,1976,1932
1350,"Leon M., Lederman, ""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino"", Physics: 1988
César, Milstein, ""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies"", Medicine: 1984
John, Bardeen, ""for their jointly developed theory of superconductivity usually called the BCS-theory"", Physics: 1972
Amnesty International, ""for worldwide respect for human rights"", Peace: ",1977,year,1977,,,1977
1351,"Karl, Gjellerup, ""for his varied and rich poetry which is inspired by lofty ideals"", Literature: 1917
Sir John B., Gurdon, ""for the discovery that mature cells can be reprogrammed to become pluripotent"", Medicine: 2012
Pierre-Gilles, de Gennes, ""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter in particular to liquid crystals and polymers"", Physics: 1991
Ernesto Teodoro, Moneta, ""for his work in the press and in peace meetings both public and private for an understanding between France and Italy"", Peace: ",1907,year,1907,1833,1918,1907
1352,"Michel, Mayor, ""for the discovery of an exoplanet orbiting a solar-type star"", Physics: 2019
Walter, Hess, ""for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs"", Medicine: 1949
Richard P., Feynman, ""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles"", Physics: 1965
George H., Hitchings, ""for their discoveries of important principles for drug treatment"", Medicine: ",1988,year,1988,1905,1998,1988
1353,"Giosuè, Carducci, ""not only in consideration of his deep learning and critical research but above all as a tribute to the creative energy freshness of style and lyrical force which characterize his poetic masterpieces"", Literature: 1906
Louis, de Broglie, ""for his discovery of the wave nature of electrons"", Physics: 1929
Alfred D., Hershey, ""for their discoveries concerning the replication mechanism and the genetic structure of viruses"", Medicine: 1969
James E., Rothman, ""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells"", Medicine: ",2013,year,2013,1950,,2013
1354,"Trygve, Haavelmo, ""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures"", Economics: 1989
Avram, Hershko, ""for the discovery of ubiquitin-mediated protein degradation"", Chemistry: 2004
Bruce A., Beutler, ""for their discoveries concerning the activation of innate immunity"", Medicine: 2011
Fredrik, Bajer, ""for their long time work for the cause of peace as politicians peace society leaders orators and authors"", Peace: ",1908,year,1908,1837,1922,1908
1355,"Herbert, Kroemer, ""for developing semiconductor heterostructures used in high-speed- and opto-electronics"", Physics: 2000
Ernest T.S., Walton, ""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles"", Physics: 1951
T.S., Eliot, ""for his outstanding pioneer contribution to present-day poetry"", Literature: 1948
John, Pople, ""for his development of computational methods in quantum chemistry"", Chemistry: ",1998,year,1998,1925,2004,1998
1356,"Bob, Dylan, ""for having created new poetic expressions within the great American song tradition"", Literature: 2016
Edward B., Lewis, ""for their discoveries concerning the genetic control of early embryonic development"", Medicine: 1995
Mairead, Corrigan, ""for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland"", Peace: 1976
Chen Ning, Yang, ""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles"", Physics: ",1957,year,1957,1922,,1957
1357,"Harold E., Varmus, ""for their discovery of the cellular origin of retroviral oncogenes"", Medicine: 1989
Tadeus, Reichstein, ""for their discoveries relating to the hormones of the adrenal cortex their structure and biological effects"", Medicine: 1950
Richard J., Roberts, ""for their discoveries of split genes"", Medicine: 1993
Rudolph A., Marcus, ""for his contributions to the theory of electron transfer reactions in chemical systems"", Chemistry: ",1992,year,1992,1923,,1992
1358,"Charles G., Dawes, ""for his crucial role in bringing about the Dawes Plan"", Peace: 1925
Theodore W., Richards, ""in recognition of his accurate determinations of the atomic weight of a large number of chemical elements"", Chemistry: 1914
Samuel, Beckett, ""for his writing which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation"", Literature: 1969
John, Goodenough, ""for the development of lithium-ion batteries"", Chemistry: ",2019,year,2019,1922,2023,2019
1359,"James, Cronin, ""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons"", Physics: 1980
Robert C., Merton, ""for a new method to determine the value of derivatives"", Economics: 1997
Marie, Curie, ""in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium by the isolation of radium and the study of the nature and compounds of this remarkable element"", Chemistry: 1911
Venkatraman, Ramakrishnan, ""for studies of the structure and function of the ribosome"", Chemistry: ",2009,year,2009,,,2009
1360,"Georges J.F., Köhler, ""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies"", Medicine: 1984
Alfred, Kastler, ""for the discovery and development of optical methods for studying Hertzian resonances in atoms"", Physics: 1966
Benjamin, List, ""for the development of asymmetric organocatalysis"", Chemistry: 2021
Daniel L., McFadden, ""for his development of theory and methods for analyzing discrete choice"", Economics: ",2000,year,2000,1937,,2000
1361,"Sheldon, Glashow, ""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current"", Physics: 1979
Eric, Kandel, ""for their discoveries concerning signal transduction in the nervous system"", Medicine: 2000
George E., Palade, ""for their discoveries concerning the structural and functional organization of the cell"", Medicine: 1974
Richard, Zsigmondy, ""for his demonstration of the heterogenous nature of colloid solutions and for the methods he used which have since become fundamental in modern colloid chemistry"", Chemistry: ",1925,year,1925,1865,1929,1925
1362,"Derek, Walcott, ""for a poetic oeuvre of great luminosity sustained by a historical vision the outcome of a multicultural commitment"", Literature: 1992
Melvin, Calvin, ""for his research on the carbon dioxide assimilation in plants"", Chemistry: 1961
George J., Stigler, ""for his seminal studies of industrial structures functioning of markets and causes and effects of public regulation"", Economics: 1982
Thomas C., Schelling, ""for having enhanced our understanding of conflict and cooperation through game-theory analysis"", Economics: ",2005,year,2005,1921,2016,2005
